id,make,model,displ,cyl,trans,drive,fuel,salesArea,stnd,stnd_description,underhood_id,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,comb_co2
687,JAGUAR,XJL FFV,5,8,SemiAuto-8,2WD,Ethanol/Gas,FA,B5,Federal Tier 2 Bin 5,FJLXV05.0FAF,large car,5,15-Nov,17/23,13/18,4,No,471/504
688,JAGUAR,XJL FFV,5,8,SemiAuto-8,2WD,Ethanol/Gas,CA,U2,California LEV-II ULEV,FJLXV05.0FAF,large car,6,15-Nov,17/23,13/18,4,No,471/504
689,JAGUAR,XK,5,8,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FJLXV05.0EAL,small car,5,15,22,18,4,No,508
690,JAGUAR,XK,5,8,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FJLXV05.0EAL,small car,5,16,24,19,4,No,474
691,JAGUAR,XK,5,8,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FJLXV05.0EAL,small car,6,15,22,18,4,No,508
692,JAGUAR,XK,5,8,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FJLXV05.0EAL,small car,6,16,24,19,4,No,474
693,JAGUAR,XK Convertible,5,8,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FJLXV05.0EAL,small car,5,15,22,17,4,No,515
694,JAGUAR,XK Convertible,5,8,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FJLXV05.0EAL,small car,5,16,22,18,4,No,490
695,JAGUAR,XK Convertible,5,8,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FJLXV05.0EAL,small car,6,15,22,17,4,No,515
696,JAGUAR,XK Convertible,5,8,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FJLXV05.0EAL,small car,6,16,22,18,4,No,490
697,KIA,Cadenza,3.3,6,Auto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FKMXV03.34KE,large car,5,19,28,22,5,No,404
698,KIA,Cadenza,3.3,6,Auto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FKMXV03.34KE,large car,6,19,28,22,5,No,404
699,KIA,Forte,1.8,4,Man-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FKMXV01.84EE,midsize car,5,25,37,30,7,No,299
700,KIA,Forte,1.8,4,Man-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FKMXV01.84EE,midsize car,6,25,37,30,7,Yes,299
701,KIA,Forte,1.8,4,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FKMXV01.84EE,midsize car,5,26,39,31,8,Yes,289
702,KIA,Forte,1.8,4,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FKMXV01.84EE,midsize car,6,26,39,31,8,Yes,289
703,KIA,Forte,1.8,4,SemiAuto-6,2WD,Gasoline,CA,PZEV,California PZEV,FKMXV01.85EP,midsize car,9,26,39,31,8,Yes,289
704,KIA,Forte,2,4,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FKMXV02.0DFE,midsize car,5,25,36,29,7,No,310
705,KIA,Forte,2,4,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FKMXV02.0DFE,midsize car,6,25,36,29,7,Yes,310
706,KIA,Forte,2,4,SemiAuto-6,2WD,Gasoline,CA,PZEV,California PZEV,FKMXV02.0EFP,midsize car,9,25,36,29,7,Yes,310
707,KIA,Forte 5,1.6,4,Man-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FKMXV01.64DE,large car,5,21,29,24,6,No,365
708,KIA,Forte 5,1.6,4,Man-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FKMXV01.64DE,large car,6,21,29,24,6,No,365
709,KIA,Forte 5,1.6,4,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FKMXV01.64DE,large car,5,21,29,24,6,No,367
710,KIA,Forte 5,1.6,4,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FKMXV01.64DE,large car,6,21,29,24,6,No,367
711,KIA,Forte 5,2,4,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FKMXV02.0DFE,large car,5,25,33,28,7,No,317
712,KIA,Forte 5,2,4,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FKMXV02.0DFE,large car,6,25,33,28,7,Yes,317
713,KIA,Forte Koup,1.6,4,Man-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FKMXV01.64DE,small car,5,22,29,25,6,No,357
714,KIA,Forte Koup,1.6,4,Man-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FKMXV01.64DE,small car,6,22,29,25,6,No,357
715,KIA,Forte Koup,1.6,4,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FKMXV01.64DE,small car,5,22,30,25,6,No,350
716,KIA,Forte Koup,1.6,4,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FKMXV01.64DE,small car,6,22,30,25,6,No,350
717,KIA,Forte Koup,2,4,Man-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FKMXV02.0DFE,small car,5,24,33,27,7,No,323
718,KIA,Forte Koup,2,4,Man-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FKMXV02.0DFE,small car,6,24,33,27,7,Yes,323
719,KIA,Forte Koup,2,4,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FKMXV02.0DFE,small car,5,25,34,28,7,No,314
720,KIA,Forte Koup,2,4,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FKMXV02.0DFE,small car,6,25,34,28,7,Yes,314
721,KIA,K900,3.8,6,Auto-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FKMXV03.84LE,large car,5,18,27,21,5,No,427
722,KIA,K900,3.8,6,Auto-8,2WD,Gasoline,CA,U2,California LEV-II ULEV,FKMXV03.84LE,large car,6,18,27,21,5,No,427
723,KIA,K900,5,8,Auto-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FKMXV05.04UE,large car,5,15,23,18,4,No,494
724,KIA,K900,5,8,Auto-8,2WD,Gasoline,CA,U2,California LEV-II ULEV,FKMXV05.04UE,large car,6,15,23,18,4,No,494
725,KIA,Optima,2,4,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FKMXV02.04GE,midsize car,5,20,31,24,6,No,369
726,KIA,Optima,2,4,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FKMXV02.04GE,midsize car,6,20,31,24,6,No,369
727,KIA,Optima,2.4,4,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FKMXV02.44HE,midsize car,5,23,34,27,7,No,330
728,KIA,Optima,2.4,4,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FKMXV02.44HE,midsize car,6,23,34,27,7,Yes,330
729,KIA,Optima,2.4,4,SemiAuto-6,2WD,Gasoline,CA,PZEV,California PZEV,FKMXV02.45HP,midsize car,9,23,34,27,7,Yes,330
730,KIA,Sorento,2.4,4,Auto-6,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FKMXV02.44PE,small SUV,5,19,25,22,5,No,408
731,KIA,Sorento,2.4,4,Auto-6,4WD,Gasoline,CA,U2,California LEV-II ULEV,FKMXV02.44PE,small SUV,6,19,25,22,5,No,408
732,KIA,Sorento,2.4,4,Auto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FKMXV02.44PE,small SUV,5,20,27,23,5,No,388
733,KIA,Sorento,2.4,4,Auto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FKMXV02.44PE,small SUV,6,20,27,23,5,No,388
734,KIA,Sorento,3.3,6,Auto-6,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FKMXV03.34RE,small SUV,5,18,24,20,5,No,449
735,KIA,Sorento,3.3,6,Auto-6,4WD,Gasoline,CA,U2,California LEV-II ULEV,FKMXV03.34RE,small SUV,6,18,24,20,5,No,449
736,KIA,Sorento,3.3,6,Auto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FKMXV03.34RE,small SUV,5,18,25,21,5,No,425
737,KIA,Sorento,3.3,6,Auto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FKMXV03.34RE,small SUV,6,18,25,21,5,No,425
738,KIA,Soul,1.6,4,Man-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FKMXV01.6DBE,station wagon,5,24,30,26,6,No,335
739,KIA,Soul,1.6,4,Man-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FKMXV01.6DBE,station wagon,6,24,30,26,6,No,335
740,KIA,Soul,1.6,4,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FKMXV01.6DBE,station wagon,5,24,30,26,6,No,332
741,KIA,Soul,1.6,4,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FKMXV01.6DBE,station wagon,6,24,30,26,6,No,332
742,KIA,Soul,2,4,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FKMXV02.04CE,station wagon,5,23,31,26,6,No,341
743,KIA,Soul,2,4,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FKMXV02.04CE,station wagon,6,23,31,26,6,No,341
744,KIA,Soul ECO dynamics,2,4,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FKMXV02.04CE,station wagon,5,24,31,27,7,No,334
745,KIA,Soul ECO dynamics,2,4,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FKMXV02.04CE,station wagon,6,24,31,27,7,Yes,334
746,KIA,Sportage,2,4,Auto-6,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FKMXT02.04ME,small SUV,5,19,24,21,5,No,421
747,KIA,Sportage,2,4,Auto-6,4WD,Gasoline,CA,U2,California LEV-II ULEV,FKMXT02.04ME,small SUV,6,19,24,21,5,No,421
748,KIA,Sportage,2,4,Auto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FKMXT02.04ME,small SUV,5,20,26,23,5,No,393
749,KIA,Sportage,2,4,Auto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FKMXT02.04ME,small SUV,6,20,26,23,5,No,393
750,KIA,Sportage,2.4,4,Auto-6,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FKMXT02.44NE,small SUV,5,19,26,22,5,No,400
751,KIA,Sportage,2.4,4,Auto-6,4WD,Gasoline,CA,U2,California LEV-II ULEV,FKMXT02.44NE,small SUV,6,19,26,22,5,No,400
752,KIA,Sportage,2.4,4,Auto-6,4WD,Gasoline,CA,PZEV,California PZEV,FKMXT02.45NP,small SUV,9,19,26,22,5,No,400
753,KIA,Sportage,2.4,4,Auto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FKMXT02.44NE,small SUV,5,21,28,24,6,No,373
754,KIA,Sportage,2.4,4,Auto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FKMXT02.44NE,small SUV,6,21,28,24,6,No,373
755,LAMBORGHINI,Aventador Coupe,6.5,12,AMS-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FVGAV06.5LLR,small car,5,11,17,13,1,No,692
756,LAMBORGHINI,Aventador Coupe,6.5,12,AMS-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FVGAV06.5LLR,small car,5,11,18,13,1,No,676
757,LAMBORGHINI,Aventador Coupe,6.5,12,AMS-7,4WD,Gasoline,CA,L2,California LEV-II LEV,FVGAV06.5LLR,small car,5,11,17,13,1,No,692
758,LAMBORGHINI,Aventador Coupe,6.5,12,AMS-7,4WD,Gasoline,CA,L2,California LEV-II LEV,FVGAV06.5LLR,small car,5,11,18,13,1,No,676
759,LAMBORGHINI,Aventador Roadster,6.5,12,AMS-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FVGAV06.5LLR,small car,5,10,16,12,1,No,742
760,LAMBORGHINI,Aventador Roadster,6.5,12,AMS-7,4WD,Gasoline,CA,L2,California LEV-II LEV,FVGAV06.5LLR,small car,5,10,16,12,1,No,742
761,LAMBORGHINI,Huracan,5.2,10,AMS-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FVGAV05.2NLE,small car,5,14,20,16,3,No,544
762,LAMBORGHINI,Huracan,5.2,10,AMS-7,4WD,Gasoline,CA,L2,California LEV-II LEV,FVGAV05.2NLE,small car,5,14,20,16,3,No,544
763,LAND ROVER,LR2,2,4,SemiAuto-9,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FJLXT02.0001,small SUV,5,17,24,20,5,No,450
764,LAND ROVER,LR2,2,4,SemiAuto-9,4WD,Gasoline,CA,U2,California LEV-II ULEV,FJLXT02.0001,small SUV,6,17,24,20,5,No,450
765,LEXUS,RX 350,3.5,6,SemiAuto-6,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FTYXT03.5BER,small SUV,5,18,24,20,5,No,445
766,LEXUS,RX 350,3.5,6,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FTYXT03.5BER,small SUV,5,18,26,21,5,No,420
767,LEXUS,RX 350,3.5,6,SemiAuto-6,4WD,Gasoline,CA,U2,California LEV-II ULEV,FTYXT03.5BER,small SUV,6,18,24,20,5,No,445
768,LEXUS,RX 350,3.5,6,SemiAuto-8,4WD,Gasoline,CA,U2,California LEV-II ULEV,FTYXT03.5BER,small SUV,6,18,26,21,5,No,420
769,LEXUS,RX 350,3.5,6,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FTYXT03.5BER,small SUV,5,18,25,21,5,No,428
770,LEXUS,RX 350,3.5,6,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FTYXT03.5BER,small SUV,6,18,25,21,5,No,428
771,LEXUS,RX 450h,3.5,6,SCV-6,4WD,Gasoline,FA,B3,Federal Tier 2 Bin 3,FTYXT03.5CC4,small SUV,7,30,28,29,7,Yes,309
772,LEXUS,RX 450h,3.5,6,SCV-6,4WD,Gasoline,CA,S2,California LEV-II SULEV,FTYXT03.5CC4,small SUV,8,30,28,29,7,Yes,309
773,LEXUS,RX 450h,3.5,6,SCV-6,2WD,Gasoline,FA,B3,Federal Tier 2 Bin 3,FTYXT03.5CC4,small SUV,7,32,28,30,7,Yes,297
774,LEXUS,RX 450h,3.5,6,SCV-6,2WD,Gasoline,CA,S2,California LEV-II SULEV,FTYXT03.5CC4,small SUV,8,32,28,30,7,Yes,297
775,LINCOLN,MKC,2,4,SemiAuto-6,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FFMXT02.02E3,small SUV,5,19,26,22,5,No,404
776,LINCOLN,MKC,2,4,SemiAuto-6,4WD,Gasoline,CA,U2,California LEV-II ULEV,FFMXT02.02E3,small SUV,6,19,26,22,5,No,404
777,LINCOLN,MKC,2,4,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FFMXT02.02E3,small SUV,5,20,29,23,5,No,387
778,LINCOLN,MKC,2,4,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FFMXT02.02E3,small SUV,6,20,29,23,5,No,387
779,LINCOLN,MKC,2.3,4,SemiAuto-6,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FFMXT02.32ED,small SUV,5,18,26,21,5,No,425
780,LINCOLN,MKC,2.3,4,SemiAuto-6,4WD,Gasoline,CA,U2,California LEV-II ULEV,FFMXT02.32ED,small SUV,6,18,26,21,5,No,425
781,LINCOLN,MKS,3.5,6,SemiAuto-6,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FFMXV03.5VEP,large car,5,17,25,20,5,No,449
782,LINCOLN,MKS,3.5,6,SemiAuto-6,4WD,Gasoline,CA,U2,California LEV-II ULEV,FFMXV03.5VEP,large car,6,17,25,20,5,No,449
783,LINCOLN,MKZ,2,4,SemiAuto-6,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FFMXV02.0VEM,midsize car,5,22,31,25,6,No,354
784,LINCOLN,MKZ,2,4,SemiAuto-6,4WD,Gasoline,CA,U2,California LEV-II ULEV,FFMXV02.0VEM,midsize car,6,22,31,25,6,No,354
785,LINCOLN,MKZ,2,4,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FFMXV02.0VEM,midsize car,5,22,33,26,6,No,338
786,LINCOLN,MKZ,2,4,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FFMXV02.0VEM,midsize car,6,22,33,26,6,No,338
787,MASERATI,Ghibli,3,6,Auto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FMAXV03.0DFI,midsize car,5,15,25,18,4,No,488
788,MASERATI,Ghibli,3,6,Auto-8,4WD,Gasoline,CA,L2,California LEV-II LEV,FMAXV03.0DFI,midsize car,5,15,25,18,4,No,488
789,MASERATI,Ghibli,3,6,Auto-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FMAXV03.0DFI,midsize car,5,15,25,19,4,No,482
790,MASERATI,Ghibli,3,6,Auto-8,2WD,Gasoline,CA,L2,California LEV-II LEV,FMAXV03.0DFI,midsize car,5,15,25,19,4,No,482
791,MASERATI,Granturismo,4.7,8,Auto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FMAXV04.7LEV,small car,5,13,21,16,3,No,574
792,MASERATI,Granturismo,4.7,8,Auto-6,2WD,Gasoline,CA,L2,California LEV-II LEV,FMAXV04.7LEV,small car,5,13,21,16,3,No,574
793,MASERATI,Granturismo Convertible,4.7,8,Auto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FMAXV04.7LEV,small car,5,13,20,15,3,No,579
794,MASERATI,Granturismo Convertible,4.7,8,Auto-6,2WD,Gasoline,CA,L2,California LEV-II LEV,FMAXV04.7LEV,small car,5,13,20,15,3,No,579
795,MASERATI,Quattroporte GTS,3.8,8,Auto-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FMAXV03.8DFI,large car,5,13,22,16,3,No,548
796,MASERATI,Quattroporte GTS,3.8,8,Auto-8,2WD,Gasoline,CA,L2,California LEV-II LEV,FMAXV03.8DFI,large car,5,13,22,16,3,No,548
797,MASERATI,Quattroporte SQ4,3,6,Auto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FMAXV03.0DFI,large car,5,15,24,18,4,No,493
798,MASERATI,Quattroporte SQ4,3,6,Auto-8,4WD,Gasoline,CA,L2,California LEV-II LEV,FMAXV03.0DFI,large car,5,15,24,18,4,No,493
799,MAZDA,6,2.5,4,Man-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FTKXV02.55BA,midsize car,5,25,37,29,7,No,304
800,MAZDA,6,2.5,4,Man-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FTKXV02.55BA,midsize car,6,25,37,29,7,Yes,304
801,MAZDA,6,2.5,4,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FTKXV02.55BA,midsize car,5,26,38,30,7,No,293
802,MAZDA,6,2.5,4,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FTKXV02.55BA,midsize car,5,28,40,32,8,Yes,275
803,MAZDA,6,2.5,4,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FTKXV02.55BA,midsize car,6,26,38,30,7,Yes,293
804,MAZDA,6,2.5,4,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FTKXV02.55BA,midsize car,6,28,40,32,8,Yes,275
805,MAZDA,CX-5 2WD,2,4,Man-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FTKXT02.05BA,small SUV,5,26,35,29,7,No,302
806,MAZDA,CX-5 2WD,2,4,Man-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FTKXT02.05BA,small SUV,6,26,35,29,7,Yes,302
807,MAZDA,CX-5 2WD,2,4,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FTKXT02.05BA,small SUV,5,26,32,29,7,No,307
808,MAZDA,CX-5 2WD,2,4,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FTKXT02.05BA,small SUV,6,26,32,29,7,Yes,307
809,MAZDA,CX-5 2WD,2.5,4,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FTKXT02.55BA,small SUV,5,25,32,27,7,No,324
810,MAZDA,CX-5 2WD,2.5,4,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FTKXT02.55BA,small SUV,6,25,32,27,7,Yes,324
811,MAZDA,CX-5 4WD,2,4,SemiAuto-6,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FTKXT02.05BA,small SUV,5,25,31,28,7,No,321
812,MAZDA,CX-5 4WD,2,4,SemiAuto-6,4WD,Gasoline,CA,U2,California LEV-II ULEV,FTKXT02.05BA,small SUV,6,25,31,28,7,Yes,321
813,MAZDA,CX-5 4WD,2.5,4,SemiAuto-6,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FTKXT02.55BA,small SUV,5,24,30,26,6,No,338
814,MAZDA,CX-5 4WD,2.5,4,SemiAuto-6,4WD,Gasoline,CA,U2,California LEV-II ULEV,FTKXT02.55BA,small SUV,6,24,30,26,6,No,338
815,MAZDA,MX-5,2,4,Man-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FTKXV02.05BB,small car,5,21,28,24,6,No,368
816,MAZDA,MX-5,2,4,Man-5,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FTKXV02.05BB,small car,5,22,28,25,6,No,356
817,MAZDA,MX-5,2,4,Man-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FTKXV02.05BB,small car,6,21,28,24,6,No,368
818,MAZDA,MX-5,2,4,Man-5,2WD,Gasoline,CA,U2,California LEV-II ULEV,FTKXV02.05BB,small car,6,22,28,25,6,No,356
819,MAZDA,MX-5,2,4,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FTKXV02.05BB,small car,5,21,28,23,5,No,375
820,MAZDA,MX-5,2,4,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FTKXV02.05BB,small car,6,21,28,23,5,No,375
821,MERCEDES-BENZ,GLK350,3.5,6,Auto-7,2WD,Gasoline,FA,B4,Federal Tier 2 Bin 4,FMBXJ03.5S2A,small SUV,6,19,26,22,5,No,413
822,MERCEDES-BENZ,GLK350,3.5,6,Auto-7,2WD,Gasoline,CA,PZEV,California PZEV,FMBXJ03.5S2A,small SUV,9,19,26,22,5,No,413
823,MERCEDES-BENZ,GLK350,3.5,6,Auto-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FMBXV03.5U2C,small SUV,5,19,25,21,5,No,418
824,MERCEDES-BENZ,GLK350,3.5,6,Auto-7,2WD,Gasoline,CA,U2,California LEV-II ULEV,FMBXV03.5U2C,small SUV,6,19,25,21,5,No,418
825,MERCEDES-BENZ,GLK350 4Matic,3.5,6,Auto-7,4WD,Gasoline,FA,B4,Federal Tier 2 Bin 4,FMBXJ03.5S2A,small SUV,6,18,24,20,5,No,444
826,MERCEDES-BENZ,GLK350 4Matic,3.5,6,Auto-7,4WD,Gasoline,CA,PZEV,California PZEV,FMBXJ03.5S2A,small SUV,9,18,24,20,5,No,444
827,MERCEDES-BENZ,GLK350 4Matic,3.5,6,Auto-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FMBXT03.5U2B,small SUV,5,18,25,21,5,No,430
828,MERCEDES-BENZ,GLK350 4Matic,3.5,6,Auto-7,4WD,Gasoline,CA,U2,California LEV-II ULEV,FMBXT03.5U2B,small SUV,6,18,25,21,5,No,430
829,MERCEDES-BENZ,S550,4.7,8,Auto-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FMBXV05.5U2A,large car,5,17,26,20,5,No,444
830,MERCEDES-BENZ,S550,4.7,8,Auto-7,2WD,Gasoline,CA,U2,California LEV-II ULEV,FMBXV05.5U2A,large car,6,17,26,20,5,No,444
831,MERCEDES-BENZ,S550 4Matic,4.7,8,Auto-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FMBXV05.5U2A,large car,5,16,26,19,4,No,462
832,MERCEDES-BENZ,S550 4Matic,4.7,8,Auto-7,4WD,Gasoline,CA,U2,California LEV-II ULEV,FMBXV05.5U2A,large car,6,16,26,19,4,No,462
833,MERCEDES-BENZ,S600,6,12,Auto-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FMBXV06.0U2A,large car,5,12,21,15,3,No,580
834,MERCEDES-BENZ,S600,6,12,Auto-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,FMBXV06.0U2A,large car,6,12,21,15,3,No,580
835,MERCEDES-BENZ,S63 AMG,5.5,8,Auto-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FMBXV05.5U2A,large car,5,15,23,18,4,No,499
836,MERCEDES-BENZ,S63 AMG,5.5,8,Auto-7,4WD,Gasoline,CA,U2,California LEV-II ULEV,FMBXV05.5U2A,large car,6,15,23,18,4,No,499
837,MERCEDES-BENZ,S65 AMG,6,12,Auto-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FMBXV06.0U2A,large car,5,13,20,15,3,No,581
838,MERCEDES-BENZ,S65 AMG,6,12,Auto-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,FMBXV06.0U2A,large car,6,13,20,15,3,No,581
839,MERCEDES-BENZ,SLS AMG GT,6.2,8,AutoMan-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FMBXV06.2U2A,small car,5,13,19,15,3,No,592
840,MERCEDES-BENZ,SLS AMG GT,6.2,8,AutoMan-7,2WD,Gasoline,CA,U2,California LEV-II ULEV,FMBXV06.2U2A,small car,6,13,19,15,3,No,592
841,MERCEDES-BENZ,SLS AMG GT Roadster,6.2,8,AutoMan-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FMBXV06.2U2A,small car,5,13,19,15,3,No,592
842,MERCEDES-BENZ,SLS AMG GT Roadster,6.2,8,AutoMan-7,2WD,Gasoline,CA,U2,California LEV-II ULEV,FMBXV06.2U2A,small car,6,13,19,15,3,No,592
843,MINI,Cooper,1.6,4,Man-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXV01.6N16,small car,5,29,37,32,8,Yes,275
844,MINI,Cooper,1.6,4,Man-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FBMXV01.6N16,small car,6,29,37,32,8,Yes,275
845,MINI,Cooper,1.6,4,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXV01.6N16,small car,5,28,36,31,8,Yes,287
846,MINI,Cooper,1.6,4,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FBMXV01.6N16,small car,6,28,36,31,8,Yes,287
847,MINI,Cooper Convertible,1.6,4,Man-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXV01.6N16,small car,5,27,34,30,7,No,298
848,MINI,Cooper Convertible,1.6,4,Man-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FBMXV01.6N16,small car,6,27,34,30,7,Yes,298
